region_id,region_nombre,comuna_id,comuna_nombre,candidato,votos_preliminar,total_votos,p_votos
3001,DE TARAPACA,2505,COLCHANE,YASNA PROVOSTE CAMPILLAY,18,915,.019672131
3001,DE TARAPACA,2506,HUARA,EDUARDO ARTES BRICHETTI,12,1725,.0069565219
3001,DE TARAPACA,2506,HUARA,FRANCO PARISI FERNANDEZ,667,1725,.38666666
3001,DE TARAPACA,2506,HUARA,GABRIEL BORIC FONT,207,1725,.12
3001,DE TARAPACA,2506,HUARA,JOSE ANTONIO KAST RIST,479,1725,.27768117
3001,DE TARAPACA,2506,HUARA,MARCO ENRIQUEZ-OMINAMI GUMUCIO,78,1725,.045217391
3001,DE TARAPACA,2506,HUARA,SEBASTIAN SICHEL RAMIREZ,88,1725,.051014494
3001,DE TARAPACA,2506,HUARA,Total Sufragios Emitidos,1725,1725,1
3001,DE TARAPACA,2506,HUARA,Total Suma Calculada,1725,1725,1
3001,DE TARAPACA,2506,HUARA,Votos Blancos,16,1725,.0092753619
3001,DE TARAPACA,2506,HUARA,Votos Nulos,21,1725,.012173913
3001,DE TARAPACA,2506,HUARA,YASNA PROVOSTE CAMPILLAY,157,1725,.09101449
3001,DE TARAPACA,2507,PICA,EDUARDO ARTES BRICHETTI,27,2565,.010526316
3001,DE TARAPACA,2507,PICA,FRANCO PARISI FERNANDEZ,743,2565,.28966862
3001,DE TARAPACA,2507,PICA,GABRIEL BORIC FONT,403,2565,.15711501
3001,DE TARAPACA,2507,PICA,JOSE ANTONIO KAST RIST,758,2565,.29551658
3001,DE TARAPACA,2507,PICA,MARCO ENRIQUEZ-OMINAMI GUMUCIO,100,2565,.038986355
3001,DE TARAPACA,2507,PICA,SEBASTIAN SICHEL RAMIREZ,203,2565,.079142302
3001,DE TARAPACA,2507,PICA,Total Sufragios Emitidos,2565,2565,1
3001,DE TARAPACA,2507,PICA,Total Suma Calculada,2565,2565,1
3001,DE TARAPACA,2507,PICA,Votos Blancos,11,2565,.0042884992
3001,DE TARAPACA,2507,PICA,Votos Nulos,15,2565,.0058479533
3001,DE TARAPACA,2507,PICA,YASNA PROVOSTE CAMPILLAY,305,2565,.11890838
3002,DE ANTOFAGASTA,2508,ANTOFAGASTA,EDUARDO ARTES BRICHETTI,1635,123307,.013259588
3002,DE ANTOFAGASTA,2508,ANTOFAGASTA,FRANCO PARISI FERNANDEZ,36236,123307,.29386815
3002,DE ANTOFAGASTA,2508,ANTOFAGASTA,GABRIEL BORIC FONT,28156,123307,.22834064
3002,DE ANTOFAGASTA,2508,ANTOFAGASTA,JOSE ANTONIO KAST RIST,27264,123307,.22110666
3002,DE ANTOFAGASTA,2508,ANTOFAGASTA,MARCO ENRIQUEZ-OMINAMI GUMUCIO,8870,123307,.071934275
3002,DE ANTOFAGASTA,2508,ANTOFAGASTA,SEBASTIAN SICHEL RAMIREZ,9976,123307,.080903761
3002,DE ANTOFAGASTA,2508,ANTOFAGASTA,Total Sufragios Emitidos,123307,123307,1
3002,DE ANTOFAGASTA,2508,ANTOFAGASTA,Total Suma Calculada,123307,123307,1
